PLAYER,YEAR,POS,HEIGHT,WEIGHT,BMI,BODY FAT,STANDING REACH,WINGSPAN,HAND LENGTH,HAND WIDTH,STANDING VERTICAL,VERTICAL LEAP,LANE AGILITY,SHUTTLE RUN,THREE QUARTER SPRINT,BENCH PRESS,BAR,PAN,PBH,PDT
"Allen, Tony",2004,SG,75.50,214.0,26.39,6.7,102.0,81.00,NA,NA,31.5,36.5,10.70,NA,3.19,17,1.073,NA,133.5,138.5
"Ariza, Trevor",2004,SG/SF,79.00,201.0,22.64,8.0,107.5,86.00,NA,NA,29.5,32.0,11.63,NA,3.29,8,1.089,NA,137.0,139.5
"Barrett, Andre",2004,PG,68.75,171.0,25.43,6.7,92.0,73.00,NA,NA,29.0,34.5,10.63,NA,3.08,13,1.062,NA,121.0,126.5
"Bass, Brandon",2004,PF,78.25,246.0,28.24,9.3,106.5,86.50,NA,NA,31.5,33.0,11.61,NA,3.24,18,1.105,NA,138.0,139.5
"Biedrins, Andris",2004,C,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobbitt, Tony",2004,SG,74.75,185.0,23.28,7.3,100.0,79.00,NA,NA,NA,NA,NA,NA,NA,1,1.057,NA,NA,NA
"Boddicker, Brian",2004,SF/PF,79.50,230.0,25.58,11.2,105.5,82.00,NA,NA,28.0,30.0,10.93,NA,3.25,16,1.031,NA,133.5,135.5
"Bowers, Tim",2004,PG/SG,72.50,181.0,24.21,2.6,98.0,81.00,NA,NA,37.0,43.5,11.24,NA,3.21,13,1.117,NA,135.0,141.5
"Brown, Andre",2004,PF/C,80.00,236.0,25.92,6.0,107.0,83.00,NA,NA,32.0,35.5,11.70,NA,3.22,18,1.038,NA,139.0,142.5
"Burks, Antonio",2004,PG,72.00,191.0,25.90,9.9,96.5,78.50,NA,NA,NA,NA,NA,NA,NA,9,1.090,NA,NA,NA
"Butler, Jackie",2004,C,80.00,263.0,28.89,16.3,109.0,85.50,NA,NA,23.0,25.0,13.32,NA,3.40,14,1.069,NA,132.0,134
"Capin, Aleksandar",2004,PG,72.00,176.0,23.87,9.3,94.0,73.50,NA,NA,23.0,29.0,11.50,NA,3.27,4,1.021,NA,117.0,123
"Chan, Ales",2004,C,84.00,255.0,25.41,14.8,113.0,87.00,NA,NA,21.0,29.0,12.90,NA,3.62,2,1.036,NA,134.0,142
"Childress, Josh",2004,SG/SF,77.75,196.0,22.79,9.3,105.0,83.00,NA,NA,29.0,36.0,11.95,NA,3.38,11,1.068,NA,134.0,141
"Cummings, TJ",2004,SF,79.50,215.0,23.91,6.7,106.5,81.50,NA,NA,27.0,31.0,11.58,NA,3.12,6,1.025,NA,133.5,137.5
"Daniels, Erik",2004,SF/PF,78.25,223.0,25.60,18.5,106.0,83.00,NA,NA,31.0,32.0,11.38,NA,3.19,4,1.061,NA,137.0,138
"Deng, Luol",2004,SF,79.00,220.0,24.78,6.7,108.5,84.50,NA,NA,27.5,31.5,11.46,NA,3.34,5,1.070,NA,136.0,140
"Douthit, Marcus",2004,PF/C,81.50,223.0,23.60,13.7,111.5,88.00,NA,NA,25.5,31.5,11.64,NA,3.34,1,1.080,NA,137.0,143
"Duhon, Chris",2004,PG,72.00,193.0,26.17,6.7,98.0,78.50,NA,NA,31.5,35.0,10.45,NA,3.14,7,1.090,NA,129.5,133
"Edwards, John",2004,C,83.25,264.0,26.78,14.1,113.0,88.50,NA,NA,NA,NA,NA,NA,NA,15,1.063,NA,NA,NA
"Emmett, Andre",2004,SG/SF,75.50,216.0,26.64,6.7,100.0,81.00,NA,NA,NA,NA,NA,NA,NA,NA,1.073,NA,NA,NA
"Farmer, Desmon",2004,SG,76.50,214.0,25.71,5.3,103.0,80.50,NA,NA,24.0,31.0,10.89,NA,3.20,12,1.052,NA,127.0,134
"Flores, Luis",2004,PG/SG,72.50,202.0,27.02,6.0,98.5,79.50,NA,NA,29.0,32.0,10.97,NA,3.10,15,1.097,NA,127.5,130.5
"Freije, Matt",2004,SF/PF,80.25,234.0,25.54,10.8,108.5,85.00,NA,NA,29.5,31.0,11.15,NA,3.25,13,1.059,NA,138.0,139.5
"Garnett, Chris",2004,PF/C,80.25,260.0,28.38,14.8,108.0,85.00,NA,NA,27.0,31.5,11.75,NA,3.36,22,1.059,NA,135.0,139.5
"Gomes, Ryan",2004,SF/PF,78.50,248.0,28.29,NA,106.5,86.00,NA,NA,26.5,30.5,12.49,NA,3.24,9,1.096,NA,133.0,137
"Gordon, Ben",2004,PG/SG,73.00,192.0,25.33,5.3,99.0,80.50,NA,NA,31.5,37.5,11.28,NA,3.19,12,1.103,NA,130.5,136.5
"Harris, Devin",2004,PG,73.75,170.0,21.97,5.3,98.5,79.50,NA,NA,30.5,37.0,11.03,NA,3.19,5,1.078,NA,129.0,135.5
"Howard, Dwight",2004,PF/C,81.00,240.0,25.72,10.5,111.5,88.50,NA,NA,30.5,35.5,11.21,NA,3.14,7,1.093,NA,142.0,147
"Howell, Rolando",2004,PF,79.50,229.0,25.47,11.7,107.0,84.50,NA,NA,28.5,34.5,11.91,NA,3.28,NA,1.063,NA,135.5,141.5
"Humphries, Kris",2004,PF,80.25,238.0,25.98,6.7,106.5,84.50,NA,NA,29.5,36.0,11.33,NA,3.20,22,1.053,NA,136.0,142.5
"Iguodala, Andre",2004,SG/SF,77.75,217.0,25.24,6.7,105.5,83.00,NA,NA,30.5,34.5,11.17,NA,3.18,4,1.068,NA,136.0,140
"Iti, Martin",2004,PF/C,80.50,233.0,25.28,10.5,111.5,89.00,NA,NA,26.5,32.5,12.28,NA,3.41,13,1.106,NA,138.0,144
"Jackson, Luke",2004,SG/SF,78.00,212.0,24.50,8.0,103.0,80.50,NA,NA,26.5,36.0,11.10,NA,3.24,13,1.032,NA,129.5,139
"Jefferson, Al",2004,SF/PF,80.50,263.0,28.53,10.5,110.0,86.50,NA,NA,28.5,30.0,13.08,NA,3.29,3,1.075,NA,138.5,140
"Johnson, Arthur",2004,PF/C,79.00,262.0,29.51,16.3,109.0,87.00,NA,NA,26.5,28.5,11.81,NA,3.38,14,1.101,NA,135.5,137.5
"Koljevic, Ivan",2004,PG,73.00,172.0,22.69,6.7,95.0,74.50,NA,NA,26.0,28.5,11.07,NA,3.28,4,1.021,NA,121.0,123.5
"Lamizana, Herve",2004,SF/PF,79.50,210.0,23.36,6.7,107.0,85.50,NA,NA,NA,NA,NA,NA,NA,NA,1.075,NA,NA,NA
"Lishouk, Sergei",2004,SF/PF,82.25,244.0,25.36,10.5,109.5,84.00,NA,NA,NA,NA,NA,NA,NA,NA,1.021,NA,NA,NA
"Livingston, Shaun",2004,PG/SG,78.25,186.0,21.36,6.7,105.5,83.00,NA,NA,26.5,30.0,10.72,NA,3.23,NA,1.061,NA,132.0,135.5
"Lloreda, Jaime",2004,PF,78.75,247.0,28.00,9.9,107.0,81.50,NA,NA,25.5,29.5,12.93,NA,3.23,6,1.035,NA,132.5,136.5
"Matthews, Bryant",2004,SG/SF,77.75,206.0,23.96,6.7,105.5,84.50,NA,NA,29.0,34.5,11.08,NA,3.13,13,1.087,NA,134.5,140
"Melvin, Marcus",2004,SF/PF,78.75,241.0,27.32,10.5,105.5,84.00,NA,NA,25.0,30.5,11.81,NA,3.33,11,1.067,NA,130.5,136
"Melzer, Rich",2004,SF/PF,79.50,229.0,25.47,12.4,107.0,86.00,NA,NA,24.5,28.5,11.74,NA,3.39,8,1.082,NA,131.5,135.5
"Minard, Ricky",2004,PG/SG,75.25,198.0,24.58,8.0,101.5,79.00,NA,NA,27.5,33.0,10.94,NA,3.10,13,1.050,NA,129.0,134.5
"Moore, James",2004,SF/PF,78.50,198.0,22.59,8.0,107.0,84.50,NA,NA,28.5,32.5,11.01,NA,3.21,NA,1.076,NA,135.5,139.5
"Moore, Marcus",2004,PG/SG,76.00,202.0,24.59,14.8,101.5,81.00,NA,NA,25.0,30.0,11.31,NA,3.34,NA,1.066,NA,126.5,131.5
"Morandais, Michel",2004,SG/SF,75.75,205.0,25.12,8.6,102.0,83.50,NA,NA,30.5,33.5,11.45,NA,3.22,16,1.102,NA,132.5,135.5
"Nelson, Jameer",2004,PG,71.00,199.0,27.75,8.0,95.0,74.50,NA,NA,28.5,33.5,10.95,NA,3.14,15,1.049,NA,123.5,128.5
"Nikagbatse, Misan",2004,PG/SG,75.50,223.0,27.50,12.9,102.0,82.00,NA,NA,27.5,32.5,11.27,NA,3.32,11,1.086,NA,129.5,134.5
"Okafor, Emeka",2004,PF/C,80.75,257.0,27.71,5.3,110.5,88.00,NA,NA,31.5,34.0,12.32,NA,3.15,22,1.090,NA,142.0,144.5
"Orr, Randall",2004,SF/PF,81.00,193.0,20.68,6.7,107.5,82.50,NA,NA,26.5,33.0,11.18,NA,3.27,6,1.019,NA,134.0,140.5
"Page, Dylan",2004,SF,79.50,239.0,26.58,12.3,105.0,79.00,NA,NA,26.0,30.0,10.99,NA,3.40,17,0.994,NA,131.0,135
"Paulding, Rickey",2004,SG,74.75,210.0,26.42,5.3,101.5,81.50,NA,NA,30.0,36.0,11.14,NA,3.17,17,1.090,NA,131.5,137.5
"Pena, Kelvin",2004,PG/SG,74.25,182.0,23.21,8.6,99.5,78.50,NA,NA,27.5,32.5,11.50,NA,3.24,1,1.057,NA,127.0,132
"Pickett, Tim",2004,PG/SG,75.00,207.0,25.87,6.0,100.5,79.50,NA,NA,NA,NA,NA,NA,NA,NA,1.060,NA,NA,NA
"Quintero, Omar",2004,PG,69.75,170.0,24.56,14.1,92.5,71.50,NA,NA,25.0,29.0,11.37,NA,3.25,2,1.025,NA,117.5,121.5
"Ramos, Peter",2004,C,85.75,266.0,25.43,6.7,111.5,89.50,NA,NA,24.0,26.5,12.61,NA,3.60,2,1.044,NA,135.5,138
"Reiner, Jared",2004,PF/C,82.00,246.0,25.72,12.9,109.0,84.50,NA,NA,22.0,26.0,12.65,NA,3.56,15,1.030,NA,131.0,135
"Roberts, Lawrence",2004,PF,79.50,233.0,25.92,9.3,106.5,81.50,NA,NA,27.5,33.0,12.52,NA,3.30,18,1.025,NA,134.0,139.5
"Robinson, Bernard",2004,SG/SF,77.25,208.0,24.50,6.0,102.0,82.00,NA,NA,28.5,34.5,10.91,NA,3.17,14,1.061,NA,130.5,136.5
"Robinson, Nate",2004,PG,67.75,181.0,27.72,6.7,91.5,73.00,NA,NA,35.5,43.5,10.75,NA,2.96,13,1.077,NA,127.0,135
"Sanders, Aerick",2004,PF,78.50,205.0,23.39,6.7,106.0,83.50,NA,NA,24.5,30.5,11.98,NA,3.37,9,1.064,NA,130.5,136.5
"Sato, Romain",2004,SG,74.00,204.0,26.19,6.0,102.5,83.00,NA,NA,31.5,35.5,11.27,NA,3.18,8,1.122,NA,134.0,138
"Sekulic, Blagota",2004,SF/PF,81.25,234.0,24.92,9.3,107.0,83.00,NA,NA,23.5,31.5,10.93,NA,3.39,8,1.022,NA,130.5,138.5
"Smith, J.R.",2004,SG/SF,77.50,227.0,26.57,6.7,104.0,82.00,NA,NA,29.0,35.5,10.93,NA,3.21,5,1.058,NA,133.0,139.5
"Smith, Josh",2004,SG/SF,79.00,221.0,24.89,6.7,106.5,84.00,NA,NA,32.5,39.5,11.43,NA,3.24,12,1.063,NA,139.0,146
"Snyder, Kirk",2004,SG/SF,78.00,228.0,26.35,9.3,104.0,81.00,NA,NA,30.0,35.0,10.79,NA,3.13,19,1.038,NA,134.0,139
"Sow, Pape",2004,PF/C,80.50,233.0,25.28,9.3,108.5,86.00,NA,NA,28.0,31.5,12.13,NA,3.27,18,1.068,NA,136.5,140
"Splitter, Tiago",2004,PF/C,82.25,233.0,24.21,5.3,109.5,86.00,NA,NA,26.0,31.5,11.65,NA,3.38,8,1.046,NA,135.5,141
"Stepp, Blake",2004,PG,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timmerrmans, Tom",2004,PF/C,82.50,272.0,28.09,15.2,107.5,83.00,NA,NA,23.0,26.5,13.13,NA,3.63,15,1.006,NA,130.5,134
"Tomas, Marko",2004,PG/SG,78.50,198.0,22.59,9.3,103.5,79.00,NA,NA,32.0,31.5,11.80,NA,3.23,NA,1.006,NA,135.5,135
"Udrih, Beno",2004,PG,74.50,199.0,25.21,9.3,98.0,76.50,NA,NA,NA,NA,NA,NA,NA,2,1.027,NA,NA,NA
"Vroman, Jackson",2004,PF/C,81.25,226.0,24.07,6.7,105.5,84.00,NA,NA,29.5,33.5,10.75,NA,3.25,12,1.034,NA,135.0,139
"West, Delonte",2004,PG/SG,73.50,183.0,23.81,6.7,99.5,78.00,NA,NA,30.0,35.0,11.20,NA,3.15,12,1.061,NA,129.5,134.5
"Wilkins, Damien",2004,SG/SF,76.50,222.0,26.67,7.3,106.0,84.00,NA,NA,26.5,31.0,11.92,NA,3.15,15,1.098,NA,132.5,137
"Williams, Mike",2004,SF,77.50,197.0,23.06,9.3,105.5,83.50,NA,NA,23.5,27.5,11.59,NA,3.42,NA,1.077,NA,129.0,133
"Williams, Nate",2004,SF/PF,80.50,240.0,26.04,12.4,109.5,85.50,NA,NA,23.5,26.0,12.60,NA,3.35,1,1.062,NA,133.0,135.5
"Wright, Rashad",2004,PG,72.50,190.0,25.41,8.0,98.5,82.00,NA,NA,28.5,32.5,11.15,NA,3.28,10,1.131,NA,127.0,131
"Anagonye, Aloysius",2003,PF,78.75,257.0,29.13,10.5,106.0,86.50,NA,NA,31.0,34.5,12.93,NA,3.30,6,1.098,NA,137.0,140.5
"Anderson, Rick",2003,SF/PF,80.25,216.0,23.58,9.9,106.5,83.00,NA,NA,26.0,30.5,11.23,NA,3.40,6,1.034,NA,132.5,137
"Anthony, Carmelo",2003,SF,78.25,233.0,26.75,8.0,105.5,84.00,NA,NA,30.5,33.5,11.40,NA,3.15,7,1.073,NA,136.0,139
"Beasley, Jerome",2003,SF/PF,81.00,237.0,25.39,9.9,107.0,84.50,NA,NA,27.0,32.0,11.36,NA,3.25,10,1.043,NA,134.0,139
"Bell, Troy",2003,PG,72.25,178.0,23.97,5.3,97.5,77.00,NA,NA,34.5,41.0,10.89,NA,3.06,17,1.066,NA,132.0,138.5
"Blanchard, LaVell",2003,SF,78.00,205.0,23.69,11.7,101.5,78.00,NA,NA,33.5,36.5,11.64,NA,3.38,12,1.000,NA,135.0,138
"Bogans, Keith",2003,SG,76.25,213.0,25.75,8.0,101.0,81.25,NA,NA,29.5,35.0,11.43,NA,3.25,10,1.066,NA,130.5,136
"Bonner, Matt",2003,SF/PF,80.50,242.0,26.25,13.6,105.5,80.75,NA,NA,27.0,32.0,11.52,NA,3.32,20,1.003,NA,132.5,137.5
"Bosh, Chris",2003,PF,82.25,225.0,23.38,8.0,109.0,87.50,NA,NA,30.5,33.0,11.80,NA,3.30,9,1.064,NA,139.5,142
"Boyette, Jermaine",2003,PG/SG,73.00,187.0,24.67,7.3,96.0,76.00,NA,NA,29.0,35.5,11.20,NA,3.07,14,1.041,NA,125.0,131.5
"Camara, Souleymane",2003,SF/PF,81.75,211.0,22.20,9.9,109.0,86.25,NA,NA,28.5,34.5,11.51,NA,3.20,2,1.055,NA,137.5,143.5
"Carroll, Matt",2003,SG/SF,77.00,207.0,24.54,6.7,98.5,78.50,NA,NA,29.0,33.5,11.11,NA,3.35,13,1.019,NA,127.5,132
"Collison, Nick",2003,PF,80.75,255.0,27.49,17.0,108.0,85.50,NA,NA,28.0,33.0,11.62,NA,3.28,8,1.059,NA,136.0,141
"Cook, Brian",2003,SF/PF,81.50,234.0,24.77,10.5,109.0,86.00,NA,NA,25.0,29.0,11.87,NA,3.45,6,1.055,NA,134.0,138
"Cornette, Joel",2003,SF/PF,80.25,239.0,26.09,12.9,105.5,81.25,NA,NA,26.0,32.5,11.27,NA,3.14,13,1.012,NA,131.5,138
"Daniels, Marquis",2003,PG/SG,77.25,198.0,23.33,4.0,103.5,82.00,NA,NA,30.5,35.0,11.62,NA,3.25,6,1.061,NA,134.0,138.5
"Djuric, Aleksander",2003,PF/C,82.00,253.0,26.45,16.3,108.0,84.00,NA,NA,23.5,27.5,11.97,NA,3.65,3,1.024,NA,131.5,135.5
"Douglas, Ruben",2003,SG,75.50,193.0,23.80,6.0,100.5,79.25,NA,NA,28.5,35.0,11.95,NA,3.27,9,1.050,NA,129.0,135.5
"Dupree, Ronald",2003,SG/SF,78.00,209.0,24.15,6.7,101.0,80.25,NA,NA,37.5,41.5,11.09,NA,3.23,11,1.029,NA,138.5,142.5
"English, Carl",2003,PG/SG,76.00,201.0,24.46,8.0,98.5,77.25,NA,NA,28.0,34.0,11.77,NA,3.32,11,1.016,NA,126.5,132.5
"Ere, Ebi",2003,SG,75.50,210.0,25.90,14.1,102.0,82.50,NA,NA,29.5,33.5,11.38,NA,3.16,NA,1.093,NA,131.5,135.5
"Estill, Marquis",2003,PF/C,80.50,257.0,27.88,11.7,108.0,88.00,NA,NA,30.0,36.0,12.92,NA,3.31,7,1.093,NA,138.0,144
"Ford, T.J.",2003,PG,71.00,162.0,22.59,6.7,93.5,71.50,NA,NA,32.5,39.5,11.45,NA,3.20,0,1.007,NA,126.0,133
"Gardner, Jason",2003,PG,69.75,194.0,28.03,9.3,92.0,73.00,NA,NA,30.5,35.0,10.62,NA,3.17,10,1.047,NA,122.5,127
"Green, Willie",2003,PG/SG,74.50,201.0,25.46,8.0,100.0,79.25,NA,NA,28.5,28.5,11.86,NA,3.19,13,1.064,NA,128.5,128.5
"Hamilton, Justin",2003,PG/SG,75.00,217.0,27.12,8.0,103.0,83.00,NA,NA,30.0,37.5,11.18,NA,3.18,17,1.107,NA,133.0,140.5
"Hansen, Travis",2003,SG,76.50,200.0,24.02,6.0,100.5,78.50,NA,NA,31.5,35.0,10.72,NA,3.18,16,1.026,NA,132.0,135.5
"Harvey, Trevor",2003,PF/C,81.50,245.0,25.93,10.5,109.5,85.00,NA,NA,29.5,32.0,11.85,NA,3.32,11,1.043,NA,139.0,141.5
"Hatten, Marcus",2003,PG,72.75,163.0,21.65,4.0,98.0,78.25,NA,NA,29.5,37.5,11.50,NA,3.15,7,1.076,NA,127.5,135.5
"Hinrich, Kirk",2003,PG/SG,74.75,186.0,23.40,5.3,98.5,78.00,NA,NA,29.0,33.5,10.98,NA,3.10,10,1.043,NA,127.5,132
"Holman, Jerry",2003,PF,80.75,232.0,25.01,6.0,109.5,87.25,NA,NA,33.0,37.5,11.54,NA,3.24,11,1.080,NA,142.5,147
"Hoskin, Sam",2003,PF,79.25,261.0,29.21,NA,107.5,82.75,NA,NA,NA,NA,NA,NA,NA,24,1.044,NA,NA,NA
"Howard, Josh",2003,SG/SF,77.25,202.0,23.80,6.0,105.5,86.00,NA,NA,33.0,36.5,10.89,NA,3.09,4,1.113,NA,138.5,142
"Hunter, Brandon",2003,PF,78.50,266.0,30.35,8.0,105.5,86.75,NA,NA,32.5,35.0,11.13,NA,3.21,25,1.105,NA,138.0,140.5
"Ibrahim, Sani",2003,PF/C,80.50,229.0,24.84,9.3,109.5,85.00,NA,NA,26.0,30.5,13.02,NA,3.40,12,1.056,NA,135.5,140
"Ignerski, Michael",2003,SF/PF,81.50,232.0,24.55,10.5,107.0,82.75,NA,NA,26.5,33.0,11.21,NA,3.13,10,1.015,NA,133.5,140
"Jackson, Robert",2003,PF/C,79.75,254.0,28.08,15.9,107.5,84.00,NA,NA,23.5,26.0,11.26,NA,3.25,15,1.053,NA,131.0,133.5
"James, LeBron",2003,SG/SF,79.25,245.0,27.42,6.7,106.3,84.25,NA,NA,NA,NA,NA,NA,NA,NA,1.063,NA,NA,NA
"Johnsen, Britton",2003,SF/PF,82.00,212.0,22.16,7.3,107.5,82.75,NA,NA,26.5,32.5,10.67,NA,3.08,13,1.009,NA,134.0,140
"Jones, Dahntay",2003,SG/SF,76.75,214.0,25.54,2.6,102.5,81.00,NA,NA,30.0,39.5,10.91,NA,3.11,NA,1.055,NA,132.5,142
"Jones, James",2003,SF,79.25,218.0,24.40,6.7,107.5,86.50,NA,NA,30.5,33.0,11.18,NA,3.19,9,1.091,NA,138.0,140.5
"Kaman, Chris",2003,PF/C,83.50,252.0,25.41,16.3,110.5,83.75,NA,NA,23.5,30.5,11.33,NA,3.37,15,1.003,NA,134.0,141
"Kapono, Jason",2003,SG/SF,78.50,215.0,24.53,11.7,102.0,78.50,NA,NA,23.5,30.0,11.04,NA,3.38,8,1.000,NA,125.5,132
"Keep, Jason",2003,PF/C,81.75,270.0,28.40,8.6,106.5,84.50,NA,NA,29.5,34.0,11.18,NA,3.30,27,1.034,NA,136.0,140.5
"King, Bernard",2003,PG/SG,75.75,200.0,24.50,12.9,98.5,77.50,NA,NA,28.0,33.5,11.37,NA,3.18,11,1.023,NA,126.5,132
"Knight, Brandin",2003,PG,71.75,190.0,25.95,10.5,95.5,78.00,NA,NA,NA,NA,NA,NA,NA,6,1.087,NA,NA,NA
"Korver, Kyle",2003,SF,78.25,211.0,24.23,6.7,102.5,81.50,NA,NA,25.5,31.5,11.42,NA,3.47,13,1.042,NA,128.0,134
"Lang, James",2003,PF/C,80.25,316.0,34.49,21.4,110.0,90.25,NA,NA,24.5,32.0,14.01,NA,3.55,8,1.125,NA,134.5,142
"Little, Donald",2003,PF/C,81.50,229.0,24.24,7.3,97.0,87.00,NA,NA,33.0,37.0,11.18,NA,3.20,18,1.067,NA,130.0,134
"Marcus, Chris",2003,C,84.00,334.0,33.28,23.1,114.0,92.00,NA,NA,NA,NA,NA,NA,NA,12,1.095,NA,NA,NA
"Massie, Chris",2003,PF/C,78.50,259.0,29.55,14.8,106.5,85.00,NA,NA,26.5,33.0,12.48,NA,3.22,13,1.083,NA,133.0,139.5
"McDonald, Will",2003,PF/C,81.50,258.0,27.31,13.6,109.5,87.50,NA,NA,25.0,32.5,11.83,NA,3.42,17,1.074,NA,134.5,142
"Milicic, Darko",2003,PF,83.50,250.0,25.21,8.0,111.5,89.00,NA,NA,26.5,32.5,11.30,NA,3.36,13,1.066,NA,138.0,144
"Newton, Jeff",2003,PF,80.00,199.0,21.86,5.3,106.0,85.00,NA,NA,27.5,34.0,11.18,NA,3.23,9,1.063,NA,133.5,140
"Nsonwu-Amadi, Uche",2003,PF/C,79.75,246.0,27.19,6.0,106.5,87.75,NA,NA,27.5,29.0,11.83,NA,3.25,21,1.100,NA,134.0,135.5
"Okyekwe, Ugonna",2003,SF,79.25,228.0,25.52,4.3,109.0,87.00,NA,NA,32.0,36.5,11.43,NA,3.20,8,1.098,NA,141.0,145.5
"Parmer, Marlon",2003,PG,72.75,184.0,24.44,9.3,97.0,75.50,NA,NA,28.0,32.0,NA,NA,3.42,13,1.038,NA,125.0,129
"Pelle, Stephane",2003,SF/PF,79.00,246.0,27.71,12.4,107.0,86.00,NA,NA,28.5,33.0,11.37,NA,3.27,17,1.089,NA,135.5,140
"Penney, Kirk",2003,SG/SF,77.00,218.0,25.85,8.0,97.0,77.25,NA,NA,32.0,35.5,10.44,NA,3.04,15,1.003,NA,129.0,132.5
"Podkolzin, Pavel",2003,C,87.50,303.0,27.82,16.3,116.0,89.75,NA,NA,19.5,22.5,13.40,NA,3.80,5,1.026,NA,135.5,138.5
"Powell, Josh",2003,SF/PF,80.00,227.0,24.93,8.0,107.5,85.00,NA,NA,32.5,38.5,11.72,NA,3.20,15,1.063,NA,140.0,146
"Price, Hollis",2003,PG/SG,71.50,165.0,22.69,7.3,94.5,76.50,NA,NA,27.5,33.0,10.72,NA,3.25,1,1.070,NA,122.0,127.5
"Ridnour, Luke",2003,PG,73.00,167.0,22.03,5.3,95.5,75.00,NA,NA,26.0,32.5,11.00,NA,3.28,0,1.027,NA,121.5,128
"Shipp, Joe",2003,SG,76.00,224.0,27.26,11.7,103.0,82.00,NA,NA,29.0,34.5,11.75,NA,3.20,17,1.079,NA,132.0,137.5
"Slay, Ron",2003,SF/PF,78.00,236.0,27.27,16.3,103.5,82.00,NA,NA,28.5,31.5,12.01,NA,3.43,10,1.051,NA,132.0,135
"Smith, Theron",2003,SF/PF,78.50,234.0,26.70,9.3,104.5,82.25,NA,NA,28.5,32.0,10.99,NA,3.10,25,1.048,NA,133.0,136.5
"Smith, Tommy",2003,SF/PF,81.00,200.0,21.43,6.7,107.5,86.50,NA,NA,30.0,33.0,11.54,NA,3.14,2,1.068,NA,137.5,140.5
"Stone, Marvin",2003,PF/C,81.50,261.0,27.62,17.4,109.5,87.50,NA,NA,25.5,27.5,12.10,NA,3.50,9,1.074,NA,135.0,137
"Sweetney, Michael",2003,PF,79.25,262.0,29.33,14.1,107.5,85.00,NA,NA,26.0,31.5,12.90,NA,3.28,3,1.073,NA,133.5,139
"Vujacic, Sasha",2003,PG/SG,77.50,193.0,22.59,14.1,101.0,77.50,NA,NA,NA,NA,NA,NA,NA,0,1.000,NA,NA,NA
"Wade, Dwyane",2003,SG/SF,75.75,212.0,25.97,6.7,102.0,82.75,NA,NA,31.5,35.0,10.56,NA,3.08,9,1.092,NA,133.5,137
"Wallace, Wayne",2003,PF,79.25,187.0,20.93,4.6,108.0,86.00,NA,NA,29.5,36.0,11.85,NA,3.24,6,1.085,NA,137.5,144
"Walton, Luke",2003,SF/PF,79.75,235.0,25.98,9.3,104.0,80.50,NA,NA,28.0,NA,NA,NA,NA,12,1.009,NA,132.0,NA
"West, David",2003,SF/PF,80.25,226.0,24.67,8.0,108.3,88.25,NA,NA,28.5,31.5,12.18,NA,3.43,11,1.100,NA,136.8,139.8
"Williams, Mo",2003,PG/SG,72.75,189.0,25.10,6.7,98.5,77.50,NA,NA,NA,NA,NA,NA,NA,3,1.065,NA,NA,NA
"Wilson, Wesley",2003,PF/C,82.25,257.0,26.71,12.4,110.5,87.00,NA,NA,27.0,30.5,12.19,NA,3.30,20,1.058,NA,137.5,141
"Wrenn, Doug",2003,SF/PF,77.75,220.0,25.58,7.3,100.5,91.50,NA,NA,34.5,41.0,11.38,NA,3.17,15,1.177,NA,135.0,141.5
"Zimmerman, Derrick",2003,PG,73.00,190.0,25.06,5.3,96.3,81.00,NA,NA,34.0,40.5,11.09,NA,3.10,13,1.110,NA,130.3,136.8
"Archibald, Robert",2002,PF/C,82.00,250.0,26.14,NA,109.5,83.75,NA,NA,24.0,27.5,11.34,NA,3.33,10,1.021,NA,133.5,137
"Baker, Maurice",2002,PG,71.75,178.0,24.31,NA,96.0,76.00,NA,NA,29.5,33.0,12.19,NA,3.29,2,1.059,NA,125.5,129
"Barnes, Matt",2002,SF,78.75,226.0,25.62,NA,96.5,81.00,NA,NA,35.5,40.5,10.68,NA,3.28,11,1.029,NA,132.0,137
"Barton, Lubos",2002,SG/SF,78.50,221.0,25.21,NA,107.0,84.00,NA,NA,25.5,31.5,11.20,NA,3.31,14,1.070,NA,132.5,138.5
"Baxter, Lonny",2002,PF/C,78.25,264.0,30.31,NA,107.5,85.50,NA,NA,28.0,32.5,11.77,NA,3.21,14,1.093,NA,135.5,140
"Benson, Lee",2002,SF/PF,80.25,217.0,23.69,NA,109.0,85.75,NA,NA,27.5,32.5,11.44,NA,3.29,14,1.069,NA,136.5,141.5
"Boozer, Carlos",2002,PF,79.75,258.0,28.52,NA,108.5,86.25,NA,NA,26.5,28.5,10.77,NA,3.31,13,1.082,NA,135.0,137
"Borchardt, Curtis",2002,C,82.75,238.0,24.43,NA,112.0,86.50,NA,NA,24.0,27.0,12.56,NA,3.63,7,1.045,NA,136.0,139
"Bremer, J.R.",2002,PG/SG,73.25,188.0,24.63,NA,96.0,74.25,NA,NA,30.0,35.5,10.93,NA,3.10,24,1.014,NA,126.0,131.5
"Brown, Brian",2002,PG/SG,74.50,194.0,24.57,NA,99.0,79.00,NA,NA,26.0,33.0,11.43,NA,3.29,8,1.060,NA,125.0,132
